名称,名称,关系
西蒙·佩吉,头号玩家,出演
山本廉,七武士,出演
耶稣·加洛,波西米亚狂想曲,出演
JohnPower,魂断蓝桥,出演
肯·科齐格,燃情岁月,出演
宫西达也,你看起来好像很好吃,出演
加东大介,七武士,出演
加东大介,罗生门,出演
凯·伊沃·保利兹,窃听风暴,出演
龟井芳子,魔女宅急便,出演
T·J·米勒,超能陆战队,出演
T·J·米勒,驯龙高手,出演
T·J·米勒,头号玩家,出演
朴元尚,7号房的礼物,出演
喜利图,我不是药神,出演
马克·克里斯托弗·劳伦斯,终结者2：审判日,出演
托马斯·布伦门塔尔,放牛班的春天,出演
梁佩诗,哈利·波特与死亡圣器(下),出演
梁佩诗,哈利·波特与火焰杯,出演
杉村春子,东京物语,出演
马占林,可可西里,出演
盖尔·汉森,死亡诗社,出演
苏珊·维德勒,猜火车,出演
安德鲁·麦克唐纳,猜火车,出演
罗恩·沃斯,再次出发之纽约遇见你,出演
茅斯·达夫,再次出发之纽约遇见你,出演
GabriellaDiLuzio,西西里的美丽传说,出演
MichaelEdwards,终结者2：审判日,出演
吉姆·布劳德本特,哈利·波特与死亡圣器(下),出演
张国柱,牯岭街少年杀人事件,出演
霍拉提奥·桑斯,无敌破坏王,出演
萨米·纳塞利,这个杀手不太冷,出演
筱原惠美,未麻的部屋,出演
托里奥·卡米纳提,罗马假日,出演
余贵美子,入殓师,出演
姜文,鬼子来了,出演
姜文,让子弹飞,出演
姜文,阳光灿烂的日子,出演
王菲,重庆森林,出演
石田百合子,幽灵公主,出演
丹尼·努齐,泰坦尼克号,出演
本间文子,七武士,出演
本间文子,罗生门,出演
迈克·切罗内,绿皮书,出演
玛格丽特·伯特,雨中曲,出演
约瑟夫·高登-莱维特,盗梦空间,出演
约瑟夫·高登-莱维特,蝙蝠侠：黑暗骑士崛起,出演
肖恩·奥哈根,黑天鹅,出演
哈基姆·凯-卡西姆,卢旺达饭店,出演
萨拉·罗默尔,忠犬八公的故事,出演
亨利·尼克松,恐怖游轮,出演
磨赤儿,菊次郎的夏天,出演
比尔·帕克斯顿,泰坦尼克号,出演
弗兰克·芬莱,钢琴家,出演
罗伯特·塞拉,海边的曼彻斯特,出演
鲍比·莫尼汉,头脑特工队,出演
马蒂娜·格德克,窃听风暴,出演
凯利·蕾莉,傲慢与偏见,出演
马克·鲁弗洛,禁闭岛,出演
马克·鲁弗洛,再次出发之纽约遇见你,出演
马克·鲁弗洛,聚焦,出演
詹妮弗·安杰尔,追随,出演
C.J.Vana,爆裂鼓手,出演
伊丽莎白·班克斯,猫鼠游戏,出演
艾芙珊·阿扎德,哈利·波特与火焰杯,出演
汤姆·德尔玛,猜火车,出演
柯一正,少年派的奇幻漂流,出演
吴涛,末代皇帝,出演
京田尚子,风之谷,出演
DaltonAbbott,终结者2：审判日,出演
崔西·沃特,沉默的羔羊,出演
西尔维斯特·格罗特,无耻混蛋,出演
泽口靖子,千与千寻,出演
艾米莉娅·福克斯,钢琴家,出演
卡琳娜·卡普尔,三傻大闹宝莱坞,出演
卡琳娜·卡普尔,小萝莉的猴神大叔,出演
罗德里戈-费尔南德斯-斯托尔,房间,出演
泰勒·吉蕾,盗梦空间,出演
杰西卡·施瓦茨,香水,出演
凯文·杜兰,蝴蝶效应,出演
卡洛琳·赫弗斯,香水,出演
朱咪咪,唐伯虎点秋香,出演
伊恩·穆内,指环王1：魔戒再现,出演
亨利·G.桑德斯,爆裂鼓手,出演
麦温,这个杀手不太冷,出演
拜伦·霍华德,疯狂动物城,出演
梅兰尼·蒂埃里,海上钢琴师,出演
张翼东,岁月神偷,出演
默罕默德·阿米尔·纳吉,小鞋子,出演
BehzadRafi,小鞋子,出演
史文-欧尔·托尔森,终结者2：审判日,出演
AlRoberts,教父2,出演
丹兰·布鲁诺,拯救大兵瑞恩,出演
谷原章介,被嫌弃的松子的一生,出演
后藤弘树,萤火之森,出演
理查德·E·格兰特,时空恋旅人,出演
莫里斯·拉马奇,疯狂动物城,出演
莫里斯·拉马奇,无敌破坏王,出演
尼尔·吉恩托利,肖申克的救赎,出演
马修·麦克费登,傲慢与偏见,出演
穆德·阿巴斯·卡勒里,少年派的奇幻漂流,出演
烈子,阳光灿烂的日子,出演
宫内幸平,风之谷,出演
胡明,让子弹飞,出演
布格斯·巴尔加瓦,地球上的星星,出演
芬利·威尔士,猜火车,出演
海伦·华莱士,惊魂记,出演
基里安·墨菲,盗梦空间,出演
基里安·墨菲,蝙蝠侠：黑暗骑士,出演
基里安·墨菲,蝙蝠侠：黑暗骑士崛起,出演
全国焕,熔炉,出演
张璐,活着,出演
马可·斯格罗索,请以你的名字呼唤我,出演
萨拉·西尔弗曼,无敌破坏王,出演
大卫·田纳特,驯龙高手,出演
大卫·田纳特,哈利·波特与火焰杯,出演
露塞尔·沃特森,魂断蓝桥,出演
布莱恩·瑟金特,指环王1：魔戒再现,出演
格拉伦·布莱恩特·班克斯,绿皮书,出演
莫妮卡·比利亚,荒蛮故事,出演
凯蒂·洛斯,疯狂动物城,出演
凯蒂·洛斯,超能陆战队,出演
凯蒂·洛斯,无敌破坏王,出演
文森特·斯卡维利,飞越疯人院,出演
托尼·夏尔赫布,千钧一发,出演
查德·克里斯特,千钧一发,出演
纳豆,大佛普拉斯,出演
基恩·鲁弗洛,再次出发之纽约遇见你,出演
哈里特·桑塞姆·哈里斯,记忆碎片,出演
FrankDawson,魂断蓝桥,出演
沙拉蒂·瑟斯纳,小萝莉的猴神大叔,出演
陈冠希,无间道,出演
陈冠希,蝙蝠侠：黑暗骑士,出演
陈冠希,无间道2,出演
马西莫·比安奇,美丽人生,出演
迈克尔·埃斯佩尔,美丽心灵,出演
弗兰克·基尔蒙德,惊魂记,出演
菅原文太,千与千寻,出演
莱思莉·汉密尔顿·格伦,终结者2：审判日,出演
BenBritton,指环王2：双塔奇兵,出演
彼得·安东尼·唐伯蒂斯,第六感,出演
朴根禄,寄生虫,出演
HarrySinclair,指环王3：王者无敌,出演
HankRobinson,教父2,出演
艾莉森·洛曼,大鱼,出演
张丰毅,霸王别姬,出演
贾德·赫希,美丽心灵,出演
吉洁特,奇迹男孩,出演
阿兰·霍华德,指环王3：王者无敌,出演
阿兰·霍华德,指环王1：魔戒再现,出演
丹妮尔·布里瑟布瓦,再次出发之纽约遇见你,出演
拉杰夫·拉宾德拉纳特安,三傻大闹宝莱坞,出演
ItaliaCoppola,教父2,出演
布莱恩·达西·詹姆斯,聚焦,出演
林雪,功夫,出演
蒂姆·罗斯,海上钢琴师,出演
蒂姆·罗斯,低俗小说,出演
库尔特·弗勒曼,黑天鹅,出演
罗莎琳·艾尔斯,泰坦尼克号,出演
蒂姆·格里芬,谍影重重2,出演
利迪娅·阿方西,美丽人生,出演
林贤成,熔炉,出演
胡贝贝,阳光灿烂的日子,出演
迈克尔·阿登,源代码,出演
堤真一,海街日记,出演
欧内斯特·博格宁,千钧一发,出演
冈田将生,告白,出演
乔榛,天书奇谭,出演
约翰·瑞斯-戴维斯,指环王3：王者无敌,出演
约翰·瑞斯-戴维斯,指环王2：双塔奇兵,出演
约翰·瑞斯-戴维斯,指环王1：魔戒再现,出演
奥罗拉·夸特罗基,西西里的美丽传说,出演
马特·莱斯切尔,致命ID,出演
广濑铃,海街日记,出演
杰克·洛,摩登时代,出演
菲利普·伯格,一个叫欧维的男人决定去死,出演
小形满,东京教父,出演
布鲁斯·威利斯,低俗小说,出演
布鲁斯·威利斯,第六感,出演
艾丹·奎因,怦然心动,出演
艾丹·奎因,燃情岁月,出演
马精武,青蛇,出演
威廉·菲克纳,蝙蝠侠：黑暗骑士,出演
威廉·菲克纳,黑鹰坠落,出演
罗伯特·哈珀,美国往事,出演
理查德·格雷弗斯,哈利·波特与密室,出演
理查德·格雷弗斯,时空恋旅人,出演
李永丰,大佛普拉斯,出演
加布里埃莱·拉维亚,海上钢琴师,出演
李海滨,鬼子来了,出演
弗雷德里克·劳,浪潮,出演
P·J·伯恩,绿皮书,出演
威廉姆·德瓦内,星际穿越,出演
兰德·布鲁克斯,乱世佳人,出演
阿隆·麦克卡斯克,波西米亚狂想曲,出演
DanFoster,雨中曲,出演
杰夫·赫普内尔,星际穿越,出演
梅·克拉克,雨中曲,出演
塔布,少年派的奇幻漂流,出演
戴立忍,大佛普拉斯,出演
威廉姆·麦灵,哈利·波特与火焰杯,出演
瑞秋·卡帕尼,恐怖游轮,出演
崔奎华,釜山行,出演
欧姆·普瑞,小萝莉的猴神大叔,出演
长嶝高士,未麻的部屋,出演
亚历克丝·杰恩·高,网络谜踪,出演
杰米·福克斯,被解救的姜戈,出演
唐尼·沃尔伯格,第六感,出演
肯·梁,电锯惊魂,出演
肯·梁,人工智能,出演
迈克·马歇尔,虎口脱险,出演
伊克博·塞巴,绿皮书,出演
乔·平格,房间,出演
DaveRastovich,海豚湾,出演
凯文·麦克纳利,海上钢琴师,出演
大卫·奥伊罗,星际穿越,出演
伊万·麦克格雷格,大鱼,出演
伊万·麦克格雷格,猜火车,出演
伊万·麦克格雷格,黑鹰坠落,出演
熊欣欣,新龙门客栈,出演
伊丽莎白·瑞根,这个杀手不太冷,出演
乔尔·托贝克,指环王3：王者无敌,出演
克里斯·雷纳德,神偷奶爸,出演
TimmyHawkins,雨中曲,出演
伊桑·霍克,死亡诗社,出演
伊桑·霍克,爱在黎明破晓前,出演
伊桑·霍克,爱在日落黄昏时,出演
伊桑·霍克,爱在午夜降临前,出演
伊桑·霍克,战争之王,出演
伊桑·霍克,千钧一发,出演
詹妮弗·提莉,怪兽电力公司,出演
尤金·奥斯门特,人工智能,出演
伊文娜·林奇,哈利·波特与死亡圣器(下),出演
TomGallop,谍影重重3,出演
杰克·乔治,雨中曲,出演
萨尔瓦多·雷耶斯,寻梦环游记,出演
约翰·迈顿,心灵捕手,出演
托马斯·米切尔,乱世佳人,出演
乔恩·迈克尔·戴维斯,绿皮书,出演
克里斯蒂安·瑞沃斯,指环王3：王者无敌,出演
克里斯托夫·高格勒,海蒂和爷爷,出演
三浦贵大,小森林,出演
三浦贵大,小森林,出演
约瑟夫·米卡-亨特,指环王3：王者无敌,出演
谷花音,你的名字。,出演
康拉德·皮拉,幸福终点站,出演
迈克尔·D·科恩,爆裂鼓手,出演
汉尼斯·赫尔曼,美丽人生,出演
王仕颖,功夫,出演
詹姆斯·杜蒙特,达拉斯买家俱乐部,出演
苟杰德,末代皇帝,出演
陈梅生,心迷宫,出演
史蒂文·科兹洛夫斯基,心灵捕手,出演
清水元,七武士,出演
杰克尔·法尔斯特伦,一个叫欧维的男人决定去死,出演
赛尔乔·比尼·布斯特里克,美丽人生,出演
伊莎贝尔·朱尔,乱世佳人,出演
毕克,大闹天宫,出演
毕克,天书奇谭,出演
毕克,哪吒闹海,出演
小达蒙·韦恩斯,超能陆战队,出演
加藤有花,你的名字。,出演
羽鸟慎一,崖上的波妞,出演
詹姆斯·柯本,怪兽电力公司,出演
罗比·萨布莱特,忠犬八公的故事,出演
于鼎,大闹天宫,出演
于鼎,天书奇谭,出演
于鼎,哪吒闹海,出演
托尼亚·马尔多纳多,绿皮书,出演
米切尔·马伦,时空恋旅人,出演
乔纳森·吉尔,盗梦空间,出演
大原沙耶香,你的名字。,出演
千叶繁,龙猫,出演
贾森·加里-斯坦福德,美丽心灵,出演
比利·鲍伯·松顿,真爱至上,出演
帕特里克·赫辛格,黑天鹅,出演
郑知晓,寄生虫,出演
尼古拉斯·丹尼尔·冈萨雷斯,再次出发之纽约遇见你,出演
郎雄,饮食男女,出演
郎雄,喜宴,出演
露琪亚·萨多,西西里的美丽传说,出演
木村佑一,无人知晓,出演
马修·戈尔德,怦然心动,出演
尼坎德罗·托马斯,黑客帝国2：重装上阵,出演
克林特·伊斯特伍德,完美的世界,出演
宋在浩,杀人回忆,出演
宋在浩,我爱你,出演
拉斯·鲍威尔,摩登时代,出演
大卫·豪森,超脱,出演
芭芭拉·斯特潘斯基,追随,出演
米歇尔·威廉姆斯,禁闭岛,出演
米歇尔·威廉姆斯,断背山,出演
米歇尔·威廉姆斯,海边的曼彻斯特,出演
德斯蒙德·杜布,卢旺达饭店,出演
比利·克鲁德普,大鱼,出演
比利·克鲁德普,聚焦,出演
莫瑞·史特林,彗星来的那一夜,出演
蒋雯丽,霸王别姬,出演
格里芬·弗雷泽,星际穿越,出演
刘天池,活着,出演
CharlesIrwin,魂断蓝桥,出演
吉姆·皮多克,致命魔术,出演
名古屋章,幽灵公主,出演
弗农·多布切夫,爱在日落黄昏时,出演
乌尔里希·图库尔,窃听风暴,出演
埃帕莎·默克森,终结者2：审判日,出演
严志媛,素媛,出演
曼迪·帕廷金,奇迹男孩,出演
JeanneCoyne,雨中曲,出演
安妮·海瑟薇,星际穿越,出演
安妮·海瑟薇,断背山,出演
安妮·海瑟薇,蝙蝠侠：黑暗骑士崛起,出演
耿乐,阳光灿烂的日子,出演
胡军,让子弹飞,出演
胡军,无间道2,出演
马克斯·毛夫,浪潮,出演
梶冈润一,鬼子来了,出演
希芳·法隆,阿甘正传,出演
阿方索·弗里曼,肖申克的救赎,出演
阿方索·弗里曼,遗愿清单,出演
艾伦·瑞克曼,哈利·波特与魔法石,出演
艾伦·瑞克曼,哈利·波特与死亡圣器(下),出演
艾伦·瑞克曼,哈利·波特与阿兹卡班的囚徒,出演
艾伦·瑞克曼,哈利·波特与密室,出演
艾伦·瑞克曼,真爱至上,出演
艾伦·瑞克曼,哈利·波特与火焰杯,出演
艾伦·瑞克曼,香水,出演
霍尔迪·布鲁内特,看不见的客人,出演
哈里·S·杜鲁门,模仿游戏,出演
拉里·霍尔登,记忆碎片,出演
西蒙·法戈特,放牛班的春天,出演
西村雅彦,幽灵公主,出演
沃尔顿·戈金斯,被解救的姜戈,出演
沃尔顿·戈金斯,谍影重重,出演
克拉克·盖博,乱世佳人,出演
陈凯师,功夫,出演
施融,天书奇谭,出演
米尔斯·彼埃尔,美丽心灵,出演
元华,功夫,出演
卡夏·斯穆特尼亚克,完美陌生人,出演
马特·格林伍德,波西米亚狂想曲,出演
岛本须美,龙猫,出演
岛本须美,幽灵公主,出演
岛本须美,风之谷,出演
苏岩,色，戒,出演
乔什·库雷,飞屋环游记,出演
乔什·库雷,头脑特工队,出演
MartinDeluca,终结者2：审判日,出演
小栗香织,情书,出演
林青霞,重庆森林,出演
林青霞,射雕英雄传之东成西就,出演
林青霞,东邪西毒,出演
林青霞,新龙门客栈,出演
RobertPollock,指环王3：王者无敌,出演
RobertPollock,指环王2：双塔奇兵,出演
哈里逊·杨,拯救大兵瑞恩,出演
帕特·哈蒙,摩登时代,出演
赵雪莹,可可西里,出演
罗恩·帕金斯,致命魔术,出演
费雯·丽,乱世佳人,出演
费雯·丽,魂断蓝桥,出演
菲利丝·史密斯,头脑特工队,出演
佩内洛普·安·米勒,怦然心动,出演
托马斯·蒂梅,窃听风暴,出演
莫妮卡·古布瑟,海蒂和爷爷,出演
瑞贝卡·德·莫妮,怦然心动,出演
瑞贝卡·德·莫妮,致命ID,出演
友兰达·梦露,天使爱美丽,出演
赫伯特·西古恩萨,寻梦环游记,出演
远近孝一,未麻的部屋,出演
迈克尔·康纳·亨弗里斯,阿甘正传,出演
凯德·麦拉德,放牛班的春天,出演
柯林·麦克法兰,蝙蝠侠：黑暗骑士,出演
达蒙·冈普顿,爆裂鼓手,出演
杰斯·哈梅尔,机器人总动员,出演
杰斯·哈梅尔,飞屋环游记,出演
杰斯·哈梅尔,无敌破坏王,出演
肖恩·哈普,疯狂的麦克斯4：狂暴之路,出演
米切尔·利希藤斯坦,喜宴,出演
何文辉,功夫,出演
宋康昊,辩护人,出演
宋康昊,杀人回忆,出演
宋康昊,寄生虫,出演
伊芙·布伦特,绿里奇迹,出演
乔·柯布登,源代码,出演
史蒂芬·乌瑞,指环王3：王者无敌,出演
史蒂芬·乌瑞,指环王2：双塔奇兵,出演
刘帅良,驴得水,出演
大竹忍,借东西的小人阿莉埃蒂,出演
大竹忍,海街日记,出演
简·哈根,雨中曲,出演
约瑟夫·史威尼,十二怒汉,出演
金正泰,7号房的礼物,出演
林耀祺,岁月神偷,出演
彼得·舒鲁姆,终结者2：审判日,出演
梁小龙,功夫,出演
丹尼尔·海尼,超能陆战队,出演
大卫·诺,黑客帝国2：重装上阵,出演
布兰卡·马丁内斯,看不见的客人,出演
阿提拉·埃杰德,穿条纹睡衣的男孩,出演
乔·哈特,致命ID,出演
巴里·朱利安,幸福终点站,出演
汉娜·弗林,模仿游戏,出演
吉娜·罗兰兹,恋恋笔记本,出演
安德鲁·塞伦,再次出发之纽约遇见你,出演
堤康久,七武士,出演
爱资哈尔丁·穆罕默德·伊斯梅尔,贫民窟的百万富翁,出演
王建新,天书奇谭,出演
埃莱娜·卡多纳,幸福终点站,出演
埃莱娜·卡多纳,谍影重重2,出演
大卫·安,绿皮书,出演
森崎温,头号玩家,出演
南希·利内翰,猫鼠游戏,出演
元秋,功夫,出演
保罗·麦克兰尼,肖申克的救赎,出演
马科森斯·珀林,放牛班的春天,出演
巴哈·帕斯,一个叫欧维的男人决定去死,出演
楯隆子,无人知晓,出演
白石绫乃,萤火虫之墓,出演
布赖恩·利比,肖申克的救赎,出演
JohnDodsworth,雨中曲,出演
PhilDunham,雨中曲,出演
PaulScardon,魂断蓝桥,出演
凯文·麦克基德,猜火车,出演
冯小刚,让子弹飞,出演
冯小刚,阳光灿烂的日子,出演
冯小刚,功夫,出演
左小青,阳光灿烂的日子,出演
安贝尔·比蒂,穿条纹睡衣的男孩,出演
丽贝卡·豪尔,致命魔术,出演
饭塚昭三,东京教父,出演
西莫·莫加瓦扎,卢旺达饭店,出演
WalterLawrence,魂断蓝桥,出演
康纳·麦克雷斯,网络谜踪,出演
MaShaeAlderman,遗愿清单,出演
钱嘉乐,色，戒,出演
亨利·伯格曼,摩登时代,出演
亨利·伯格曼,城市之光,出演
艾米·汉莫,请以你的名字呼唤我,出演
陆树铭,大话西游之大圣娶亲,出演
陆树铭,大话西游之月光宝盒,出演
岩本弘司,七武士,出演
理查德·泰勒,指环王3：王者无敌,出演
艾伦·艾克哈特,蝙蝠侠：黑暗骑士,出演
詹姆斯·柯登,再次出发之纽约遇见你,出演
菲利普·塞默·霍夫曼,闻香识女人,出演
菲利普·塞默·霍夫曼,玛丽和马克思,出演
乔纳森·菲利普斯,泰坦尼克号,出演
冯克安,功夫,出演
任达华,岁月神偷,出演
卡维塔帕蒂尔,爆裂鼓手,出演
露西·宝通,波西米亚狂想曲,出演
杰西卡·查斯坦,星际穿越,出演
成奎安,英雄本色,出演
伊尼戈·加斯特西,看不见的客人,出演
中国大陆,二十二,出演
能登麻美子,东京教父,出演
